"PVWatts: Hourly PV Performance Data"
"Requested Location:","little cayman, ky"
"Location:","SANCTI SPIRITUS, CUBA"
"Lat (deg N):","21.93"
"Long (deg W):","79.45"
"Elev (m):","65"
"DC System Size (kW):","4000"
"Module Type:","Standard"
"Array Type:","1-Axis Tracking"
"Array Tilt (deg):","19.7"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Ground Coverage Ratio:","0.4"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","20.0"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","31","21","0","0","21.1","1","0","21.1","0","0"
"3","31","22","0","0","20.6","1.1","0","20.6","0","0"
"3","31","23","0","0","20.1","1.1","0","20.1","0","0"
"4","1","0","0","0","19.5","1.2","0","19.5","0","0"
"4","1","1","0","0","19","1.2","0","19","0","0"
"4","1","2","0","0","18.5","1.3","0","18.5","0","0"
"4","1","3","0","0","18","1.3","0","18","0","0"
"4","1","4","0","0","17.7","1.2","0","17.7","0","0"
"4","1","5","0","0","17.3","1.1","0","17.3","0","0"
"4","1","6","42","28","17","1","49.63","16.332","176792.031","151216.609"
"4","1","7","241","77","19.3","2.4","301.918","25.483","1035057","989614.625"
"4","1","8","438","172","21.7","3.7","651.861","35.345","2133169.25","2053155.375"
"4","1","9","213","275","24","5.1","509.41","33.674","1680925.75","1616394"
"4","1","10","494","271","24","5.2","796.77","38.766","2563545.5","2467179.75"
"4","1","11","330","440","24","5.3","782.109","38.759","2516466","2421965.75"
"4","1","12","489","288","24","5.4","793.255","38.781","2552052.75","2456144"
"4","1","13","629","263","24","5.5","918.228","40.914","2922447.25","2811238.25"
"4","1","14","328","311","24","5.6","656.754","36.183","2140488.75","2060209.875"
"4","1","15","342","273","24","5.7","641.393","35.416","2098372.5","2019611.875"
"4","1","16","417","153","23.3","4.3","605.523","35.956","1975334.875","1900922.25"
"4","1","17","127","86","22.7","2.9","178.383","27.051","606709.438","571966.938"
"4","1","18","14","10","22","1.5","12.661","21.151","43993.559","20931.414"
"4","1","19","0","0","21.6","1.4","0","21.6","0","0"
"4","1","20","0","0","21.2","1.3","0","21.2","0","0"
"4","1","21","0","0","20.7","1.2","0","20.7","0","0"
"4","1","22","0","0","20.3","1.2","0","20.3","0","0"
"4","1","23","0","0","19.9","1.1","0","19.9","0","0"
"4","2","0","0","0","19.5","1","0","19.5","0","0"
"4","2","1","0","0","19.1","0.9","0","19.1","0","0"
"4","2","2","0","0","18.7","0.8","0","18.7","0","0"
"4","2","3","0","0","18.2","0.7","0","18.2","0","0"
"4","2","4","0","0","17.8","0.7","0","17.8","0","0"
"4","2","5","0","0","17.4","0.6","0","17.4","0","0"
"4","2","6","66","25","17","0.5","61.12","16.584","217164.453","190795.188"
"4","2","7","407","88","19.3","1.2","440.849","30.921","1472382.75","1414403.375"
"4","2","8","301","158","21.7","1.9","477.268","34.254","1570256","1509247.625"
"4","2","9","524","231","24","2.6","797.722","43.06","2511219.25","2416925.75"
"4","2","10","464","305","25","3.4","800.687","43.292","2517558.25","2423015"
"4","2","11","553","361","26","4.3","934.214","45.59","2902687","2792323.75"
"4","2","12","690","312","27","5.1","1018.301","46.785","3144281.75","3023349.25"
"4","2","13","572","313","26.7","5.1","908.225","44.541","2837349","2729758.5"
"4","2","14","659","211","26.3","5.1","910.774","44.018","2853001.25","2744749.75"
"4","2","15","564","243","26","5.1","853.934","42.647","2693874.25","2592245.25"
"4","2","16","596","120","25.7","5.1","747.999","40.252","2388080.75","2298572.25"
"4","2","17","344","66","25.3","5.1","307.966","31.283","1025397.5","980213.688"
"4","2","18","26","10","25","5.1","21.152","24.747","72203.133","48619.684"
"4","2","19","0","0","24.2","4.7","0","24.2","0","0"
"4","2","20","0","0","23.5","4.3","0","23.5","0","0"
"4","2","21","0","0","22.7","3.9","0","22.7","0","0"
"4","2","22","0","0","22","3.6","0","22","0","0"
"4","2","23","0","0","21.2","3.2","0","21.2","0","0"
"4","3","0","0","0","20.5","2.8","0","20.5","0","0"
"4","3","1","0","0","19.7","2.4","0","19.7","0","0"
"4","3","2","0","0","19","2","0","19","0","0"
"4","3","3","0","0","18.2","1.6","0","18.2","0","0"
"4","3","4","0","0","17.5","1.3","0","17.5","0","0"
"4","3","5","0","0","16.7","0.9","0","16.7","0","0"
"4","3","6","52","26","16","0.5","46.054","15.038","164721.984","139381.219"
"4","3","7","382","92","18","1.4","428.341","28.8","1445347.75","1388190.625"
"4","3","8","523","184","20","2.4","747.585","38.282","2410918.75","2320532.5"
"4","3","9","552","194","22","3.3","795.742","40.324","2540194.5","2444756.5"
"4","3","10","706","266","24","4.3","1007.184","45.094","3137483.75","3016855.75"
"4","3","11","569","291","26","5.2","880.924","43.11","2772440.75","2667569"
"4","3","12","557","227","28","6.2","800.744","41.897","2535796.5","2440532.5"
"4","3","13","636","307","27.7","6.7","966.599","43.564","3034973.5","2918884.5"
"4","3","14","523","279","27.3","7.2","836.687","40.606","2667081.25","2566546.25"
"4","3","15","566","238","27","7.7","850.33","39.828","2721263.25","2618509.75"
"4","3","16","348","172","25.7","6.3","538.431","34.942","1765293","1698005.25"
"4","3","17","223","88","24.3","5","250.789","28.896","845112","804607.25"
"4","3","18","21","10","23","3.6","13.088","22.439","45030.98","21949.787"
"4","3","19","0","0","22.4","3.3","0","22.4","0","0"
"4","3","20","0","0","21.8","3.1","0","21.8","0","0"
"4","3","21","0","0","21.2","2.8","0","21.2","0","0"
"4","3","22","0","0","20.7","2.6","0","20.7","0","0"
"4","3","23","0","0","20.1","2.3","0","20.1","0","0"
"4","4","0","0","0","19.8","2.4","0","19.8","0","0"
"4","4","1","0","0","19.6","2.5","0","19.6","0","0"
"4","4","2","0","0","19.3","2.6","0","19.3","0","0"
"4","4","3","0","0","19.1","2.7","0","19.1","0","0"
"4","4","4","0","0","19.3","2.8","0","19.3","0","0"
"4","4","5","0","0","19.4","2.9","0","19.4","0","0"
"4","4","6","265","20","19.6","3","113.323","20.766","391986.719","362019.594"
"4","4","7","524","46","21.6","3.8","479.578","31.015","1600635.375","1538670.25"
"4","4","8","771","80","23.6","4.6","874.428","40.914","2782696.5","2677397.5"
"4","4","9","722","164","25.6","5.4","934.952","43.13","2942152.75","2830097"
"4","4","10","908","113","26.6","5.1","1035.912","46.716","3199811.5","3076379.5"
"4","4","11","665","189","27.6","4.7","874.11","45.658","2714971.5","2612476.75"
"4","4","12","756","206","28.6","4.4","972.811","48.878","2970899","2857602"
"4","4","13","832","109","28.9","4.4","949.609","48.883","2899958","2789711.25"
"4","4","14","863","97","29.3","4.4","977.012","49.775","2969545.25","2856307"
"4","4","15","761","110","29.6","4.4","911.395","48.821","2784165","2678804.75"
"4","4","16","752","62","27.9","4.7","808.908","44.472","2527228","2432303"
"4","4","17","573","40","26.3","5.1","401.58","34.19","1317188.25","1263844.5"
"4","4","18","116","9","24.6","5.4","44.784","24.915","151158.938","126080.344"
"4","4","19","0","0","23.6","4.6","0","23.6","0","0"
"4","4","20","0","0","22.6","3.8","0","22.6","0","0"
"4","4","21","0","0","21.6","3","0","21.6","0","0"
"4","4","22","0","0","21.2","2.9","0","21.2","0","0"
"4","4","23","0","0","20.7","2.7","0","20.7","0","0"
"4","5","0","0","0","20","2.3","0","20","0","0"
"4","5","1","0","0","19.3","1.9","0","19.3","0","0"
"4","5","2","0","0","18.6","1.4","0","18.6","0","0"
"4","5","3","0","0","17.9","1","0","17.9","0","0"
"4","5","4","0","0","17.9","1","0","17.9","0","0"
"4","5","5","0","0","17.8","1","0","17.8","0","0"
"4","5","6","268","21","17.8","1","115.087","19.491","400414.156","370267"
"4","5","7","531","74","19.6","1.7","528.83","32.857","1749515.875","1682748.125"
"4","5","8","464","78","21.4","2.3","574.6","35.917","1874982.25","1804020.625"
"4","5","9","667","201","23.1","3","917.068","44.282","2868789.5","2759869.25"
"4","5","10","773","198","24.9","3","1005.209","48.74","3072071","2954349.75"
"4","5","11","583","252","26.7","3","855.319","47.373","2632889.75","2533741.5"
"4","5","12","691","269","28.5","3","975.309","51.422","2938398","2826503.75"
"4","5","13","558","252","28.2","3.3","834.085","47.694","2563193","2466841.25"
"4","5","14","680","224","27.8","3.7","943.382","48.591","2885386.5","2775761"
"4","5","15","684","169","27.5","4","904.987","47.199","2788319","2682785.5"
"4","5","16","484","129","26.8","3.7","638.903","41.348","2028452.25","1952178.375"
"4","5","17","451","61","26.2","3.3","365.672","34.677","1197054.375","1147158"
"4","5","18","84","9","25.5","3","41.825","25.985","141050.922","116166.695"
"4","5","19","0","0","24.9","2.7","0","24.9","0","0"
"4","5","20","0","0","24.2","2.3","0","24.2","0","0"
"4","5","21","0","0","23","2.1","0","23","0","0"
"4","5","22","0","0","21.9","1.8","0","21.9","0","0"
"4","5","23","0","0","20.7","1.6","0","20.7","0","0"
"4","6","0","0","0","19.5","1.3","0","19.5","0","0"
"4","6","1","0","0","18.9","1.2","0","18.9","0","0"
"4","6","2","0","0","18.3","1","0","18.3","0","0"
"4","6","3","0","0","17.7","0.9","0","17.7","0","0"
"4","6","4","0","0","17.2","0.8","0","17.2","0","0"
"4","6","5","0","0","16.6","0.6","0","16.6","0","0"
"4","6","6","189","25","16","0.5","99.036","17.273","348940.813","319883.719"
"4","6","7","318","110","18.3","1.3","405.044","28.829","1366765.875","1311963.5"
"4","6","8","671","122","20.7","2","831.833","41.961","2633085.25","2533929.25"
"4","6","9","716","161","23","2.8","924.329","45.399","2874812.25","2765636.25"
"4","6","10","554","224","25.3","3.6","811.592","43.735","2546014.75","2450345.75"
"4","6","11","701","230","27.7","4.3","950.589","47.6","2922658.25","2811440"
"4","6","12","513","222","30","5.1","749.873","44.778","2339759.5","2252093.25"
"4","6","13","796","194","29.3","5.1","1006.746","48.6","3079046.25","2961016.75"
"4","6","14","586","236","28.7","5.1","860.371","45.635","2672617.25","2571856.75"
"4","6","15","551","170","28","5.1","772.104","43.039","2430814.25","2339659.75"
"4","6","16","673","110","26.3","4.1","807.521","43.558","2534852.75","2439626"
"4","6","17","360","69","24.7","3.1","316.171","32.629","1045649.375","999922.625"
"4","6","18","77","10","23","2.1","35.775","23.279","122029.227","97508.422"
"4","6","19","0","0","22.5","2","0","22.5","0","0"
"4","6","20","0","0","22","1.8","0","22","0","0"
"4","6","21","0","0","21.5","1.7","0","21.5","0","0"
"4","6","22","0","0","21","1.6","0","21","0","0"
"4","6","23","0","0","20.5","1.4","0","20.5","0","0"
"4","7","0","0","0","20","1.3","0","20","0","0"
"4","7","1","0","0","19.5","1.2","0","19.5","0","0"
"4","7","2","0","0","19","1","0","19","0","0"
"4","7","3","0","0","18.5","0.9","0","18.5","0","0"
"4","7","4","0","0","18","0.8","0","18","0","0"
"4","7","5","0","0","17.5","0.6","0","17.5","0","0"
"4","7","6","51","28","17","0.5","47.603","16.243","169371.063","143940.047"
"4","7","7","324","87","20","1.2","380.603","29.776","1278354","1226138.125"
"4","7","8","568","178","23","1.9","783.054","43.173","2463368.75","2370950"
"4","7","9","169","268","26","2.6","434.075","37.238","1407324.75","1351313.625"
"4","7","10","560","234","26.7","3.8","826.894","44.141","2588597.5","2491231"
"4","7","11","705","257","27.3","5","980.707","46.428","3033835.75","2917796.75"
"4","7","12","185","499","28","6.2","682.642","40.003","2182700.25","2100884.75"
"4","7","13","265","330","27.3","5.6","603.95","38.239","1948300.125","1874825.75"
"4","7","14","703","214","26.7","5","955.236","44.994","2977190.75","2863621.25"
"4","7","15","502","223","26","4.4","768.443","42.395","2427289.25","2336271"
"4","7","16","373","194","25.3","3.8","586.854","38.353","1891660.5","1820131.25"
"4","7","17","257","91","24.7","3.2","270.075","30.962","900853.875","858932"
"4","7","18","31","11","24","2.6","22.811","23.769","78095.953","54402.742"
"4","7","19","0","0","23.3","2.4","0","23.3","0","0"
"4","7","20","0","0","22.7","2.2","0","22.7","0","0"
"4","7","21","0","0","22","2.1","0","22","0","0"
"4","7","22","0","0","21.3","1.9","0","21.3","0","0"
"4","7","23","0","0","20.7","1.7","0","20.7","0","0"
"4","8","0","0","0","20","1.5","0","20","0","0"
"4","8","1","0","0","19.3","1.4","0","19.3","0","0"
"4","8","2","0","0","18.7","1.2","0","18.7","0","0"
"4","8","3","0","0","18","1","0","18","0","0"
"4","8","4","0","0","17.3","0.8","0","17.3","0","0"
"4","8","5","0","0","16.7","0.7","0","16.7","0","0"
"4","8","6","235","22","16","0.5","108.88","17.502","382558.563","352792.094"
"4","8","7","490","71","19","1.7","497.641","31.398","1658109.75","1594313"
"4","8","8","537","136","22","2.9","715.661","38.67","2303441.5","2217147"
"4","8","9","815","93","25","4.1","929.26","44.668","2901114","2790818"
"4","8","10","656","190","25.7","4.1","877.377","44.689","2738843.75","2635365.25"
"4","8","11","533","283","26.3","4.1","833.497","44.285","2607319.5","2509202"
"4","8","12","387","313","27","4.1","712.277","42.408","2249741.25","2165454"
"4","8","13","503","243","27.3","4.4","768.357","43.243","2416491.5","2325890.5"
"4","8","14","646","249","27.7","4.8","931.84","46.228","2885682.75","2776044.75"
"4","8","15","749","111","28","5.1","898.088","45.526","2791329.75","2685670.5"
"4","8","16","658","100","28.3","5.4","779.687","43.04","2453961.75","2361909.25"
"4","8","17","538","63","28.7","5.8","411.4","36.135","1336660.125","1282745.875"
"4","8","18","44","13","29","6.1","27.533","29.059","91749.008","67800.375"
"4","8","19","0","0","28","5.6","0","28","0","0"
"4","8","20","0","0","27","5.2","0","27","0","0"
"4","8","21","0","0","26","4.7","0","26","0","0"
"4","8","22","0","0","25","4.2","0","25","0","0"
"4","8","23","0","0","24","3.8","0","24","0","0"
"4","9","0","0","0","23","3.3","0","23","0","0"
"4","9","1","0","0","22","2.8","0","22","0","0"
"4","9","2","0","0","21","2.4","0","21","0","0"
"4","9","3","0","0","20","1.9","0","20","0","0"
"4","9","4","0","0","19","1.4","0","19","0","0"
"4","9","5","0","0","18","1","0","18","0","0"
"4","9","6","236","27","17","0.5","117.048","18.889","408990.563","378659.594"
"4","9","7","512","80","20","0.7","526.78","35.949","1716522.875","1650835.875"
"4","9","8","172","75","23","0.8","270.803","32.593","898231","856376.438"
"4","9","9","175","325","26","1","499.128","40.689","1590383.75","1528742.375"
"4","9","10","380","316","27","1.5","723.048","47.088","2229057.25","2145536.75"
"4","9","11","292","367","28","2.1","665.516","45.599","2067714.625","1990049.375"
"4","9","12","136","183","29","2.6","322.243","37.262","1044627.25","998927.938"
"4","9","13","120","450","28.3","3.3","568.389","40.597","1811917.75","1743081"
"4","9","14","358","311","27.7","3.9","683.112","42.246","2159414","2078448.25"
"4","9","15","462","230","27","4.6","734.587","41.896","2326271.75","2239116.25"
"4","9","16","177","182","26","3.8","363.714","34.203","1196841.25","1146950.875"
"4","9","17","84","101","25","2.9","172.446","28.62","582383.438","548201.688"
"4","9","18","61","11","24","2.1","36.471","23.854","124468.023","99900.805"
"4","9","19","0","0","23.6","1.9","0","23.6","0","0"
"4","9","20","0","0","23.2","1.7","0","23.2","0","0"
"4","9","21","0","0","22.7","1.6","0","22.7","0","0"
"4","9","22","0","0","22.3","1.4","0","22.3","0","0"
"4","9","23","0","0","21.9","1.2","0","21.9","0","0"
"4","10","0","0","0","21.5","1","0","21.5","0","0"
"4","10","1","0","0","21.1","0.9","0","21.1","0","0"
"4","10","2","0","0","20.7","0.7","0","20.7","0","0"
"4","10","3","0","0","20.2","0.5","0","20.2","0","0"
"4","10","4","0","0","19.8","0.3","0","19.8","0","0"
"4","10","5","0","0","19.4","0.2","0","19.4","0","0"
"4","10","6","83","33","19","0","75.345","19.5","264040.969","236732.516"
"4","10","7","438","91","21.3","1","475.003","34.472","1559244.5","1498581"
"4","10","8","247","208","23.7","2.1","478.924","36.011","1562114.125","1501360.875"
"4","10","9","334","206","26","3.1","575.988","39.081","1850246","1780121.875"
"4","10","10","503","320","27","2.9","849.281","46.773","2622527.5","2523797.75"
"4","10","11","357","329","28","2.8","700.822","45.236","2181516.5","2099744.25"
"4","10","12","612","288","29","2.6","911.028","51.074","2749848","2645914"
"4","10","13","661","255","29.3","2.4","936.662","52.981","2798329.25","2692377.5"
"4","10","14","598","293","29.7","2.3","921.855","53.373","2748247.5","2644379.75"
"4","10","15","551","226","30","2.1","818.832","51.784","2462147","2369775.75"
"4","10","16","379","146","28.3","2.3","555.927","43.053","1749671.625","1682898.875"
"4","10","17","194","74","26.7","2.4","207.608","32.045","688822.75","652150.25"
"4","10","18","21","12","25","2.6","15.29","24.432","52156.902","28944.598"
"4","10","19","0","0","24.5","2.4","0","24.5","0","0"
"4","10","20","0","0","24","2.2","0","24","0","0"
"4","10","21","0","0","23.5","1.9","0","23.5","0","0"
"4","10","22","0","0","23","1.7","0","23","0","0"
"4","10","23","0","0","22.5","1.5","0","22.5","0","0"
"4","11","0","0","0","22","1.3","0","22","0","0"
"4","11","1","0","0","21.5","1.1","0","21.5","0","0"
"4","11","2","0","0","21","0.9","0","21","0","0"
"4","11","3","0","0","20.5","0.6","0","20.5","0","0"
"4","11","4","0","0","20","0.4","0","20","0","0"
"4","11","5","0","0","19.5","0.2","0","19.5","0","0"
"4","11","6","202","29","19","0","105.419","20.705","365461.031","336056.563"
"4","11","7","492","86","21.3","0.7","520.629","36.972","1687935.5","1623177.25"
"4","11","8","575","146","23.7","1.4","762.009","45.345","2370371.75","2281540.5"
"4","11","9","451","266","26","2.1","754.693","45.933","2340684.25","2252983"
"4","11","10","504","227","27.3","2.3","760.938","46.81","2349267","2261240"
"4","11","11","607","260","28.7","2.4","882.402","50.779","2667641.5","2567083.5"
"4","11","12","260","499","30","2.6","761.86","49.08","2324166.5","2237090.5"
"4","11","13","570","321","30","2.8","908.378","51.653","2733336.5","2630085.25"
"4","11","14","338","293","30","2.9","643.425","45.856","1996398","1921250.25"
"4","11","15","738","129","30","3.1","904.41","50.662","2735861","2632505.5"
"4","11","16","516","151","28.7","2.8","691.169","45.833","2144188.5","2063775.625"
"4","11","17","279","68","27.3","2.4","264.702","34.445","867699.813","826624"
"4","11","18","19","11","26","2.1","13.555","25.602","45969.461","22871.025"
"4","11","19","0","0","25.6","1.9","0","25.6","0","0"
"4","11","20","0","0","25.2","1.7","0","25.2","0","0"
"4","11","21","0","0","24.7","1.6","0","24.7","0","0"
"4","11","22","0","0","24.3","1.4","0","24.3","0","0"
"4","11","23","0","0","23.9","1.2","0","23.9","0","0"
"4","12","0","0","0","23.5","1","0","23.5","0","0"
"4","12","1","0","0","23.1","0.9","0","23.1","0","0"
"4","12","2","0","0","22.7","0.7","0","22.7","0","0"
"4","12","3","0","0","22.2","0.5","0","22.2","0","0"
"4","12","4","0","0","21.8","0.3","0","21.8","0","0"
"4","12","5","0","0","21.4","0.2","0","21.4","0","0"
"4","12","6","162","34","21","0","107.571","22.868","370149.781","340646.281"
"4","12","7","403","131","23","0.5","498.617","38.738","1602656.5","1540627.5"
"4","12","8","457","150","25","1","640.016","44.714","1997426.625","1922242.875"
"4","12","9","658","223","27","1.5","924.079","52.724","2764568","2660023.5"
"4","12","10","730","212","28.3","1.5","970.614","56.01","2852217.25","2743999"
"4","12","11","610","228","29.7","1.5","852.764","54.521","2526447.5","2431553.25"
"4","12","12","492","323","31","1.5","824.058","54.673","2439383.5","2347897"
"4","12","13","445","308","31","1.7","770.044","52.52","2306288","2219886.25"
"4","12","14","758","199","31","1.9","991.392","57.091","2895938.25","2785863.25"
"4","12","15","724","141","31","2.1","909.949","55.088","2687491.75","2586124"
"4","12","16","541","120","31","2.3","688.539","49.109","2099517","2020715.125"
"4","12","17","431","59","31","2.5","342.412","39.934","1091482.625","1044514.313"
"4","12","18","60","12","31","2.7","38.236","31.539","125841.852","101248.453"
"4","12","19","0","0","30.2","2.5","0","30.2","0","0"
"4","12","20","0","0","29.3","2.2","0","29.3","0","0"
"4","12","21","0","0","28.5","2","0","28.5","0","0"
"4","12","22","0","0","27.7","1.8","0","27.7","0","0"
"4","12","23","0","0","26.8","1.6","0","26.8","0","0"
"4","13","0","0","0","26","1.3","0","26","0","0"
"4","13","1","0","0","25.2","1.1","0","25.2","0","0"
"4","13","2","0","0","24.3","0.9","0","24.3","0","0"
"4","13","3","0","0","23.5","0.7","0","23.5","0","0"
"4","13","4","0","0","22.7","0.4","0","22.7","0","0"
"4","13","5","0","0","21.8","0.2","0","21.8","0","0"
"4","13","6","191","31","21","0","105.892","23.18","363108.281","333753.438"
"4","13","7","542","83","23.3","0.2","557.979","42.34","1760588.5","1693456.125"
"4","13","8","728","120","25.7","0.3","881.217","56.474","2582600","2485473.5"
"4","13","9","657","160","28","0.5","858.607","58.088","2494223","2400597.5"
"4","13","10","725","176","29.3","0.5","920.857","60.934","2632689.75","2533549.5"
"4","13","11","670","217","30.7","0.5","900.563","61.926","2560228","2463994.25"
"4","13","12","769","233","32","0.5","1010.639","66.054","2805722.25","2699461"
"4","13","13","482","408","31.7","1.9","904.199","56.329","2652395.25","2552457"
"4","13","14","447","260","31.3","3.2","735.499","48.633","2249045","2164783.75"
"4","13","15","622","160","31","4.6","828.184","47.878","2542543.5","2447012.25"
"4","13","16","551","113","29.7","3.4","689.352","45.569","2141397.25","2061085.375"
"4","13","17","172","92","28.3","2.2","219.76","34.544","720507.563","683074.938"
"4","13","18","49","12","27","1","24.64","26.925","82602.008","58824.676"
"4","13","19","0","0","26.7","1","0","26.7","0","0"
"4","13","20","0","0","26.3","0.9","0","26.3","0","0"
"4","13","21","0","0","26","0.9","0","26","0","0"
"4","13","22","0","0","25.7","0.8","0","25.7","0","0"
"4","13","23","0","0","25.3","0.8","0","25.3","0","0"
"4","14","0","0","0","25","0.7","0","25","0","0"
"4","14","1","0","0","24.7","0.7","0","24.7","0","0"
"4","14","2","0","0","24.3","0.7","0","24.3","0","0"
"4","14","3","0","0","24","0.6","0","24","0","0"
"4","14","4","0","0","23.7","0.6","0","23.7","0","0"
"4","14","5","0","0","23.3","0.5","0","23.3","0","0"
"4","14","6","152","34","23","0.5","104.377","24.565","356379.813","327166.594"
"4","14","7","471","98","24.7","0.7","512.62","40.064","1636423.125","1573320.875"
"4","14","8","488","145","26.3","0.8","663.226","47.575","2039169.375","1962517"
"4","14","9","659","184","28","1","885.042","54.979","2615499.5","2517052.75"
"4","14","10","383","355","29.7","1.2","760.756","53.123","2271050.75","2185969.75"
"4","14","11","547","295","31.3","1.3","853.909","56.235","2506163.25","2412068.75"
"4","14","12","357","371","33","1.5","735.459","54.355","2180889.5","2099140.5"
"4","14","13","347","303","32","1.7","666.126","50.622","2015496","1939678.25"
"4","14","14","250","244","31","1.9","503.449","44.824","1570472.625","1509457.5"
"4","14","15","259","290","30","2.1","570.684","44.626","1782028.625","1714187"
"4","14","16","191","194","29","2.3","389.255","39.012","1250586.5","1199169.125"
"4","14","17","83","153","28","2.5","246.994","33.791","813790.313","774070.25"
"4","14","18","3","21","27","2.7","17.284","26.648","58908.695","35571.766"
"4","14","19","0","0","26.2","2.5","0","26.2","0","0"
"4","14","20","0","0","25.5","2.2","0","25.5","0","0"
"4","14","21","0","0","24.7","2","0","24.7","0","0"
"4","14","22","0","0","24","1.8","0","24","0","0"
"4","14","23","0","0","23.2","1.6","0","23.2","0","0"
"4","15","0","0","0","22.5","1.3","0","22.5","0","0"
"4","15","1","0","0","21.7","1.1","0","21.7","0","0"
"4","15","2","0","0","21","0.9","0","21","0","0"
"4","15","3","0","0","20.2","0.7","0","20.2","0","0"
"4","15","4","0","0","19.5","0.4","0","19.5","0","0"
"4","15","5","0","0","18.7","0.2","0","18.7","0","0"
"4","15","6","182","34","18","0","108.502","19.884","378008.875","348339"
"4","15","7","500","109","21","0.3","549.84","39.368","1761432.625","1694272.375"
"4","15","8","717","108","24","0.7","854.758","51.564","2572880.25","2476142.25"
"4","15","9","859","101","27","1","976.15","57.163","2850248.75","2742113.75"
"4","15","10","828","177","28.3","0.8","1022.585","61.239","2918461.75","2807423.5"
"4","15","11","744","196","29.7","0.7","945.832","61.3","2698479.75","2596662.25"
"4","15","12","836","208","31","0.5","1045.316","66.251","2898641.5","2788451"
"4","15","13","648","206","31","1.2","870.664","57.774","2533655","2438475.75"
"4","15","14","496","283","31","1.9","806.358","52.91","2409940.75","2319592.25"
"4","15","15","385","162","31","2.6","580.846","45.707","1803590.5","1735031.75"
"4","15","16","469","142","31","3.3","633.031","45.263","1969582.75","1895370.375"
"4","15","17","413","72","31","4","337.284","38.322","1083839.375","1037079.313"
"4","15","18","35","15","31","4.7","29.801","31.137","98556.836","74480.242"
"4","15","19","0","0","30","4.3","0","30","0","0"
"4","15","20","0","0","29","3.9","0","29","0","0"
"4","15","21","0","0","28","3.5","0","28","0","0"
"4","15","22","0","0","27","3.1","0","27","0","0"
"4","15","23","0","0","26","2.7","0","26","0","0"
"4","16","0","0","0","25","2.3","0","25","0","0"
"4","16","1","0","0","24","2","0","24","0","0"
"4","16","2","0","0","23","1.6","0","23","0","0"
"4","16","3","0","0","22","1.2","0","22","0","0"
"4","16","4","0","0","21","0.8","0","21","0","0"
"4","16","5","0","0","20","0.4","0","20","0","0"
"4","16","6","337","28","19","0","129.969","22.108","445380.031","414262.156"
"4","16","7","565","84","21","0.2","580.157","40.989","1843182","1773296.125"
"4","16","8","481","163","23","0.3","675.851","47.948","2073902.625","1996017"
"4","16","9","730","163","25","0.5","931.924","56.487","2731301.75","2628134.5"
"4","16","10","631","229","27","0.7","885.254","56.794","2590133.5","2492705.5"
"4","16","11","585","199","29","0.8","795.118","55.392","2344432.25","2256588.75"
"4","16","12","479","305","31","1","790.054","55.75","2324941.5","2237836.25"
"4","16","13","384","190","30.3","1.5","591.147","47.808","1815506.875","1746550.125"
"4","16","14","382","300","29.7","2.1","709.127","47.959","2176110.5","2094535.875"
"4","16","15","442","299","29","2.6","761.345","47.673","2339866","2252195.75"
"4","16","16","183","197","28","2.8","384.344","37.733","1242744.25","1191551.25"
"4","16","17","126","104","27","2.9","194.701","31.235","648936","613208.188"
"4","16","18","28","17","26","3.1","23.133","25.618","78511.523","54810.559"
"4","16","19","0","0","25.4","2.9","0","25.4","0","0"
"4","16","20","0","0","24.8","2.7","0","24.8","0","0"
"4","16","21","0","0","24.2","2.4","0","24.2","0","0"
"4","16","22","0","0","23.7","2.2","0","23.7","0","0"
"4","16","23","0","0","23.1","2","0","23.1","0","0"
"4","17","0","0","0","22.5","1.8","0","22.5","0","0"
"4","17","1","0","0","21.9","1.6","0","21.9","0","0"
"4","17","2","0","0","21.3","1.4","0","21.3","0","0"
"4","17","3","0","0","20.7","1.1","0","20.7","0","0"
"4","17","4","0","0","20.2","0.9","0","20.2","0","0"
"4","17","5","0","0","19.6","0.7","0","19.6","0","0"
"4","17","6","106","39","19","0.5","86.083","19.716","300977.094","272915.469"
"4","17","7","348","103","22","1.2","424.368","33.228","1401712.125","1345869.125"
"4","17","8","507","186","25","1.9","726.1","43.815","2276603.75","2191315.5"
"4","17","9","431","259","28","2.6","723.22","45.856","2243940.5","2159868.75"
"4","17","10","566","328","29","2.4","913.889","51.704","2749126.75","2645222.75"
"4","17","11","700","254","30","2.3","963.179","54.561","2852906.5","2744659.25"
"4","17","12","622","326","31","2.1","950.775","55.974","2794456","2688666"
"4","17","13","709","325","28.7","4.1","1044.968","51.042","3154614","3033218.5"
"4","17","14","284","340","26.3","6.2","634.571","37.535","2054271.25","1977083.875"
"4","17","15","143","209","24","8.2","346.466","28.75","1170808.25","1121648.625"
"4","17","16","44","164","23.7","5.6","194.751","26.652","664668.063","628569.25"
"4","17","17","25","84","23.3","3.1","96.533","24.59","332461.781","303748.938"
