"PVWatts: Hourly PV Performance Data"
"Requested Location:","little cayman, ky"
"Location:","SANCTI SPIRITUS, CUBA"
"Lat (deg N):","21.93"
"Long (deg W):","79.45"
"Elev (m):","65"
"DC System Size (kW):","4000"
"Module Type:","Standard"
"Array Type:","1-Axis Tracking"
"Array Tilt (deg):","19.7"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Ground Coverage Ratio:","0.4"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","20.0"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","1","0","0","0","24.9","0.2","0","24.9","0","0"
"1","1","1","0","0","24.1","0.2","0","24.1","0","0"
"1","1","2","0","0","23.3","0.2","0","23.3","0","0"
"1","1","3","0","0","22.5","0.1","0","22.5","0","0"
"1","1","4","0","0","21.6","0.1","0","21.6","0","0"
"1","1","5","0","0","20.8","0","0","20.8","0","0"
"1","1","6","0","0","20","0","0","20","0","0"
"1","1","7","265","32","21","0.1","260.05","29.015","874361","833116"
"1","1","8","608","62","22","0.2","653.643","45.115","2033400.625","1956952.125"
"1","1","9","765","85","23","0.2","824.556","53.411","2455621.25","2363504.25"
"1","1","10","786","98","24","0.3","846.963","55.179","2498064.25","2404288"
"1","1","11","869","107","25","0.4","915.17","57.457","2665440.25","2564971.75"
"1","1","12","837","124","26","0.5","909.057","57.801","2642638.75","2543096"
"1","1","13","751","160","27","0.7","881.402","56.597","2579591.75","2482585.75"
"1","1","14","678","130","28","0.8","793.829","54.401","2351520","2263407.25"
"1","1","15","644","100","29","1","740.18","52.489","2215483.5","2132464"
"1","1","16","487","55","27.3","0.7","532.245","46.205","1645811","1582408.5"
"1","1","17","130","17","25.7","0.3","127.369","32.307","421227.063","390632.75"
"1","1","18","0","0","24","0","0","24","0","0"
"1","1","19","0","0","23.4","0","0","23.4","0","0"
"1","1","20","0","0","22.8","0","0","22.8","0","0"
"1","1","21","0","0","22.2","0","0","22.2","0","0"
"1","1","22","0","0","21.7","0","0","21.7","0","0"
"1","1","23","0","0","21.1","0","0","21.1","0","0"
"1","2","0","0","0","20.5","0","0","20.5","0","0"
"1","2","1","0","0","19.9","0","0","19.9","0","0"
"1","2","2","0","0","19.3","0","0","19.3","0","0"
"1","2","3","0","0","18.7","0","0","18.7","0","0"
"1","2","4","0","0","18.2","0","0","18.2","0","0"
"1","2","5","0","0","17.6","0","0","17.6","0","0"
"1","2","6","0","0","17","0","0","17","0","0"
"1","2","7","204","39","18.3","0.2","228.001","25.892","778429.75","739585.5"
"1","2","8","560","62","19.7","0.3","611.233","40.832","1943781.125","1870462.875"
"1","2","9","722","82","21","0.5","782.278","48.154","2396177.25","2306358"
"1","2","10","747","111","22.5","0.5","826.795","51.646","2485851.5","2392554.5"
"1","2","11","746","127","24","0.5","833.64","53.434","2482308.75","2389150.25"
"1","2","12","864","105","25.5","0.5","906.257","56.91","2647479.75","2547741"
"1","2","13","830","114","27","0.5","897.913","58.372","2602011.75","2504107.5"
"1","2","14","671","150","28.5","0.5","809.894","57.252","2361884.5","2273377"
"1","2","15","546","127","30","0.5","672.357","54.328","1992621.125","1917605.375"
"1","2","16","506","61","28","0.5","557.295","48.373","1703830.875","1638557"
"1","2","17","139","17","26","0.5","143.466","32.559","473999.813","442255.125"
"1","2","18","0","0","24","0.5","0","24","0","0"
"1","2","19","0","0","22.8","0.5","0","22.8","0","0"
"1","2","20","0","0","21.7","0.5","0","21.7","0","0"
"1","2","21","0","0","20.5","0.5","0","20.5","0","0"
"1","2","22","0","0","19.3","0.5","0","19.3","0","0"
"1","2","23","0","0","18.2","0.5","0","18.2","0","0"
"1","3","0","0","0","17","0.5","0","17","0","0"
"1","3","1","0","0","17.3","0.5","0","17.3","0","0"
"1","3","2","0","0","17.7","0.5","0","17.7","0","0"
"1","3","3","0","0","18","0.5","0","18","0","0"
"1","3","4","0","0","18.3","0.5","0","18.3","0","0"
"1","3","5","0","0","18.7","0.5","0","18.7","0","0"
"1","3","6","0","0","19","0.5","0","19","0","0"
"1","3","7","305","27","19.7","0.5","277.98","28.287","937633.563","894762.125"
"1","3","8","602","47","20.3","0.5","623.138","40.999","1979845.875","1905276.125"
"1","3","9","705","82","21","0.5","767.303","47.769","2355116.5","2266867"
"1","3","10","840","85","23.7","0.5","873.549","54.029","2592676.75","2495147"
"1","3","11","604","170","26.3","0.5","757.011","53.584","2252531","2168140.25"
"1","3","12","730","153","29","0.5","848.859","58.208","2462257.75","2369882.25"
"1","3","13","421","145","27","1","565.303","45.942","1751990.75","1685141.625"
"1","3","14","213","232","25","1.6","439.293","37.552","1421383.25","1364949.875"
"1","3","15","201","189","23","2.1","391.167","32.972","1294599","1241912.875"
"1","3","16","70","152","21","2.6","262.875","27.037","895232.313","853454.563"
"1","3","17","0","25","19","3.2","22.016","18.59","78018.313","54326.555"
"1","3","18","0","0","19","2.8","0","19","0","0"
"1","3","19","0","0","19","2.4","0","19","0","0"
"1","3","20","0","0","19","2","0","19","0","0"
"1","3","21","0","0","19","1.6","0","19","0","0"
"1","3","22","0","0","19","1.3","0","19","0","0"
"1","3","23","0","0","19","0.9","0","19","0","0"
"1","4","0","0","0","19","0.5","0","19","0","0"
"1","4","1","0","0","18.8","0.5","0","18.8","0","0"
"1","4","2","0","0","18.7","0.5","0","18.7","0","0"
"1","4","3","0","0","18.5","0.5","0","18.5","0","0"
"1","4","4","0","0","18.3","0.5","0","18.3","0","0"
"1","4","5","0","0","18.2","0.5","0","18.2","0","0"
"1","4","6","0","0","18","0.5","0","18","0","0"
"1","4","7","11","38","19.7","0.7","53.805","19.228","189966.203","164133.266"
"1","4","8","21","157","21.3","0.8","180.039","25.416","618028.438","583023.313"
"1","4","9","150","181","23","1","328.898","32.208","1092640.25","1045640.25"
"1","4","10","302","224","24.3","1.2","527.033","39.447","1688995.625","1624203"
"1","4","11","397","272","25.7","1.3","661.34","44.955","2060463.875","1983056.625"
"1","4","12","399","348","27","1.5","744.962","48.191","2282174.25","2196677.5"
"1","4","13","562","252","27","1.5","804.315","49.995","2440187.75","2348670"
"1","4","14","402","197","27","1.5","608.543","45.098","1894505.125","1822878.875"
"1","4","15","275","161","27","1.5","443.649","40.031","1417562.375","1361243.875"
"1","4","16","196","115","27","1.5","335.246","36.484","1089938.75","1043012.5"
"1","4","17","22","22","27","1.5","33.616","27.553","113933.094","89566.039"
"1","4","18","0","0","25.9","1.4","0","25.9","0","0"
"1","4","19","0","0","24.7","1.2","0","24.7","0","0"
"1","4","20","0","0","23.6","1.1","0","23.6","0","0"
"1","4","21","0","0","22.4","0.9","0","22.4","0","0"
"1","4","22","0","0","21.3","0.8","0","21.3","0","0"
"1","4","23","0","0","20.1","0.6","0","20.1","0","0"
"1","5","0","0","0","20","0.5","0","20","0","0"
"1","5","1","0","0","20","0.5","0","20","0","0"
"1","5","2","0","0","19.9","0.5","0","19.9","0","0"
"1","5","3","0","0","19.9","0.5","0","19.9","0","0"
"1","5","4","0","0","19.8","0.5","0","19.8","0","0"
"1","5","5","0","0","19.7","0.5","0","19.7","0","0"
"1","5","6","0","0","19.6","0.5","0","19.6","0","0"
"1","5","7","57","44","21.1","1.4","111.526","22.582","387271.313","357404.656"
"1","5","8","285","109","22.6","2.2","398.854","31.645","1327944.5","1274286.125"
"1","5","9","52","203","24.1","3.1","246.758","29.437","830994.063","790844.063"
"1","5","10","495","241","25.6","3.6","738.692","41.089","2347515.25","2259554.5"
"1","5","11","442","286","27.1","4.1","729.671","42.687","2300100.25","2213931.25"
"1","5","12","400","181","28.6","4.6","574.659","40.396","1832576.75","1763047.625"
"1","5","13","427","232","27.9","4.1","660.164","41.741","2091015.875","2012518.75"
"1","5","14","272","259","27.3","3.7","541.529","39.269","1737138.125","1670776.875"
"1","5","15","355","154","26.6","3.2","529.776","38.65","1704519.25","1639223"
"1","5","16","330","84","25.6","2.8","426.747","35.753","1392062.25","1336507.625"
"1","5","17","32","22","24.6","2.3","51.048","25.617","174634.109","149100.719"
"1","5","18","0","0","23.6","1.9","0","23.6","0","0"
"1","5","19","0","0","22.6","1.4","0","22.6","0","0"
"1","5","20","0","0","21.6","1","0","21.6","0","0"
"1","5","21","0","0","20.9","0.5","0","20.9","0","0"
"1","5","22","0","0","20.3","0.5","0","20.3","0","0"
"1","5","23","0","0","19.6","0.5","0","19.6","0","0"
"1","6","0","0","0","19","0.5","0","19","0","0"
"1","6","1","0","0","18.7","0.3","0","18.7","0","0"
"1","6","2","0","0","18.3","0.2","0","18.3","0","0"
"1","6","3","0","0","18","0","0","18","0","0"
"1","6","4","0","0","18","0.2","0","18","0","0"
"1","6","5","0","0","18","0.3","0","18","0","0"
"1","6","6","0","0","18","0.5","0","18","0","0"
"1","6","7","149","31","19.7","0.5","176.005","24.015","606345","571611"
"1","6","8","546","93","21.3","0.5","636.23","41.832","2013211.625","1937474.125"
"1","6","9","535","145","23","0.5","681.67","47.167","2099223.5","2020432.375"
"1","6","10","760","147","24.7","1","886.983","51.989","2662142","2561807.75"
"1","6","11","631","176","26.3","1.6","789.62","49.03","2407734","2317470.5"
"1","6","12","423","293","28","2.1","717.191","47.041","2210346.25","2127516.25"
"1","6","13","468","175","28","1.6","634.953","46.163","1965656.375","1891580.375"
"1","6","14","331","240","28","1","573.978","46.297","1775936.25","1708296.625"
"1","6","15","171","209","28","0.5","388.333","42.656","1224548.75","1173874.25"
"1","6","16","247","112","26.3","1.2","374.732","37.315","1213187.125","1162834.875"
"1","6","17","31","36","24.7","1.9","72.49","26.268","247438.797","220465.125"
"1","6","18","0","0","23","2.6","0","23","0","0"
"1","6","19","0","0","22.3","1.9","0","22.3","0","0"
"1","6","20","0","0","21.7","1.2","0","21.7","0","0"
"1","6","21","0","0","21","0.5","0","21","0","0"
"1","6","22","0","0","20.7","0.5","0","20.7","0","0"
"1","6","23","0","0","20.3","0.5","0","20.3","0","0"
"1","7","0","0","0","20","0.5","0","20","0","0"
"1","7","1","0","0","20","0.5","0","20","0","0"
"1","7","2","0","0","20","0.5","0","20","0","0"
"1","7","3","0","0","20","0.5","0","20","0","0"
"1","7","4","0","0","20","0.5","0","20","0","0"
"1","7","5","0","0","20","0.5","0","20","0","0"
"1","7","6","0","0","20","0.5","0","20","0","0"
"1","7","7","290","27","20","0.7","265.688","27.243","900669.563","858752.438"
"1","7","8","470","89","20","0.8","558.129","37.261","1807326.25","1738642.875"
"1","7","9","343","103","20","1","455.372","34.766","1493633.625","1435003.5"
"1","7","10","621","184","22.7","1.4","799.457","45.154","2487930","2394551.25"
"1","7","11","610","186","25.3","1.7","781.734","47.248","2406275","2316067.5"
"1","7","12","708","159","28","2.1","837.632","49.925","2541937","2446429.75"
"1","7","13","735","135","27.7","2.4","841.532","49.054","2565577","2469130.25"
"1","7","14","669","139","27.3","2.8","798.177","46.739","2463392.75","2370973"
"1","7","15","765","80","27","3.1","824.292","46.317","2549497","2453689.75"
"1","7","16","431","96","25.7","2.7","531.588","39.191","1704527.375","1639230.875"
"1","7","17","224","21","24.3","2.2","204.802","29.654","685999.5","649394.313"
"1","7","18","0","0","23","1.8","0","23","0","0"
"1","7","19","0","0","21.7","1.4","0","21.7","0","0"
"1","7","20","0","0","20.3","0.9","0","20.3","0","0"
"1","7","21","0","0","19","0.5","0","19","0","0"
"1","7","22","0","0","18.7","0.4","0","18.7","0","0"
"1","7","23","0","0","18.3","0.4","0","18.3","0","0"
"1","8","0","0","0","18","0.3","0","18","0","0"
"1","8","1","0","0","17.7","0.3","0","17.7","0","0"
"1","8","2","0","0","17.3","0.2","0","17.3","0","0"
"1","8","3","0","0","17","0.2","0","17","0","0"
"1","8","4","0","0","16.7","0.1","0","16.7","0","0"
"1","8","5","0","0","16.3","0.1","0","16.3","0","0"
"1","8","6","0","0","16","0","0","16","0","0"
"1","8","7","58","38","18.3","0.5","97.533","20.788","341400.781","312501.469"
"1","8","8","320","120","20.7","1","446.185","33.108","1475008.75","1416949.125"
"1","8","9","378","164","23","1.5","559.997","38.671","1801605.625","1733113"
"1","8","10","465","228","24.7","2.9","698.865","41.084","2221076.25","2137850.75"
"1","8","11","661","225","26.3","4.3","869.077","44.393","2715300","2612791.75"
"1","8","12","627","221","28","5.7","830.431","43.135","2611425.75","2513143.25"
"1","8","13","618","213","27.7","4.7","819.164","44.336","2560121","2463891.5"
"1","8","14","531","168","27.3","3.6","695.479","43.014","2188464","2106437.5"
"1","8","15","392","162","27","2.6","573.337","41.301","1820155.5","1751043.125"
"1","8","16","268","92","26.7","1.6","363.122","37.213","1176104.25","1126796.5"
"1","8","17","39","25","26.3","0.5","61.133","28.728","206073.844","179924.031"
"1","8","18","0","0","25.9","0.5","0","25.9","0","0"
"1","8","19","0","0","25.5","0.4","0","25.5","0","0"
"1","8","20","0","0","25.2","0.4","0","25.2","0","0"
"1","8","21","0","0","24.8","0.4","0","24.8","0","0"
"1","8","22","0","0","24.4","0.3","0","24.4","0","0"
"1","8","23","0","0","24","0.3","0","24","0","0"
"1","9","0","0","0","23.6","0.2","0","23.6","0","0"
"1","9","1","0","0","23.3","0.2","0","23.3","0","0"
"1","9","2","0","0","22.9","0.2","0","22.9","0","0"
"1","9","3","0","0","22.5","0.1","0","22.5","0","0"
"1","9","4","0","0","22.1","0.1","0","22.1","0","0"
"1","9","5","0","0","21.8","0.1","0","21.8","0","0"
"1","9","6","0","0","21.4","0","0","21.4","0","0"
"1","9","7","6","51","21","0","72.272","21.875","252188.656","225119.438"
"1","9","8","47","105","21","0","147.069","25.291","505019.125","472587.188"
"1","9","9","46","179","21","1","212.752","26.421","726853.063","689267.25"
"1","9","10","38","153","21","3.8","178.861","24.013","618024.938","583019.938"
"1","9","11","4","327","21","6.5","322.551","25.579","1106542.25","1059162"
"1","9","12","14","288","21","9.3","294.432","24.375","1015782.563","970855.313"
"1","9","13","10","332","21","7.9","332.178","25.303","1141035","1092704.25"
"1","9","14","14","265","21","6.5","258.455","24.683","890372","848718.625"
"1","9","15","14","71","21","5.1","71.831","21.571","251042.391","223996.25"
"1","9","16","32","82","22.7","4.9","107.692","23.722","372520.969","342967.344"
"1","9","17","7","30","24.3","4.8","33.627","23.945","116153.758","91744.586"
"1","9","18","0","0","26","4.6","0","26","0","0"
"1","9","19","0","0","24.7","4.5","0","24.7","0","0"
"1","9","20","0","0","23.3","4.4","0","23.3","0","0"
"1","9","21","0","0","22","4.3","0","22","0","0"
"1","9","22","0","0","20.7","4.3","0","20.7","0","0"
"1","9","23","0","0","19.3","4.2","0","19.3","0","0"
"1","10","0","0","0","18","4.1","0","18","0","0"
"1","10","1","0","0","17","4.1","0","17","0","0"
"1","10","2","0","0","16","4.1","0","16","0","0"
"1","10","3","0","0","15","4.1","0","15","0","0"
"1","10","4","0","0","15.3","4.3","0","15.3","0","0"
"1","10","5","0","0","15.7","4.4","0","15.7","0","0"
"1","10","6","0","0","16","4.6","0","16","0","0"
"1","10","7","45","47","16.3","4.8","98.671","16.975","351638.688","322525.031"
"1","10","8","72","158","16.7","4.9","250.233","20.493","878712.5","837356.688"
"1","10","9","16","266","17","5.1","266.055","21.261","931266.75","888560.5"
"1","10","10","27","336","18","5.3","347.648","23.743","1202899.625","1152838.25"
"1","10","11","13","243","19","5.5","243.741","22.822","847014","806461.375"
"1","10","12","6","221","20","5.7","218.626","23.147","758602.375","720244.563"
"1","10","13","235","259","19.3","4.9","501.138","28.278","1696676","1631634.375"
"1","10","14","62","324","18.7","4.1","390.828","26.769","1333096.125","1279286.625"
"1","10","15","317","144","18","3.3","461.87","28.098","1564855.25","1504016.25"
"1","10","16","419","91","17.3","2.6","515.66","29.736","1732314","1666110.875"
"1","10","17","123","22","16.7","1.8","138.029","20.525","483072.031","451127.188"
"1","10","18","0","0","16","1","0","16","0","0"
"1","10","19","0","0","15.3","1","0","15.3","0","0"
"1","10","20","0","0","14.7","1","0","14.7","0","0"
"1","10","21","0","0","14","1","0","14","0","0"
"1","10","22","0","0","14","0.8","0","14","0","0"
"1","10","23","0","0","14","0.7","0","14","0","0"
"1","11","0","0","0","14","0.5","0","14","0","0"
"1","11","1","0","0","14.2","0.5","0","14.2","0","0"
"1","11","2","0","0","14.3","0.5","0","14.3","0","0"
"1","11","3","0","0","14.5","0.5","0","14.5","0","0"
"1","11","4","0","0","14.7","0.5","0","14.7","0","0"
"1","11","5","0","0","14.8","0.5","0","14.8","0","0"
"1","11","6","0","0","15","0.5","0","15","0","0"
"1","11","7","76","28","16.7","1.7","101.999","18.143","361191.688","331877.219"
"1","11","8","120","106","18.3","2.9","230.328","22.544","800950.063","761549.313"
"1","11","9","68","230","20","4.1","294.645","25.456","1011226.875","966420.875"
"1","11","10","452","247","20.7","4.4","708.498","34.681","2325135.25","2238022.5"
"1","11","11","284","208","21.3","4.8","489.366","31.004","1635124.5","1572063.625"
"1","11","12","368","254","22","5.1","627.042","33.646","2068347.875","1990660.125"
"1","11","13","391","252","22","5.3","650.411","34.03","2141386.5","2061075.25"
"1","11","14","526","253","22","5.5","784.149","36.249","2553480.75","2457515.25"
"1","11","15","271","186","22","5.7","470.29","30.484","1575401.375","1514231.5"
"1","11","16","208","101","22","5.9","323.085","27.269","1098538.25","1051377.125"
"1","11","17","65","32","22","6.1","91.493","22.926","316908.938","288518.813"
"1","11","18","0","0","22.2","5.5","0","22.2","0","0"
"1","11","19","0","0","22.4","5","0","22.4","0","0"
"1","11","20","0","0","22.6","4.4","0","22.6","0","0"
"1","11","21","0","0","22.8","3.9","0","22.8","0","0"
"1","11","22","0","0","23","3.3","0","23","0","0"
"1","11","23","0","0","23.2","2.7","0","23.2","0","0"
"1","12","0","0","0","23.4","2.2","0","23.4","0","0"
"1","12","1","0","0","23.6","1.6","0","23.6","0","0"
"1","12","2","0","0","23.8","1.1","0","23.8","0","0"
"1","12","3","0","0","24","0.5","0","24","0","0"
"1","12","4","0","0","20.3","0.3","0","20.3","0","0"
"1","12","5","0","0","16.7","0.2","0","16.7","0","0"
"1","12","6","0","0","13","0","0","13","0","0"
"1","12","7","192","36","15.7","0.5","210.881","21.519","734839.313","697060.063"
"1","12","8","528","82","18.3","1","611.03","36.18","1989347.125","1914445.875"
"1","12","9","705","96","21","1.5","795.76","43.589","2496576.75","2402859"
"1","12","10","657","167","22","2.7","818.707","42.171","2587412.75","2490094"
"1","12","11","373","259","23","3.9","627.499","36.917","2036703.125","1960137.875"
"1","12","12","670","228","24","5.1","879.435","40.681","2800536.25","2694492.25"
"1","12","13","371","299","24.3","4.3","670.419","38.72","2156556.25","2075694.375"
"1","12","14","569","175","24.7","3.4","740.149","41.414","2348266.75","2260277.5"
"1","12","15","549","151","25","2.6","707.082","42.581","2230072.5","2146514.5"
"1","12","16","80","116","24","1.9","197.501","30.039","662935.438","626877.625"
"1","12","17","9","32","23","1.2","37.417","23.041","129776.719","105108.266"
"1","12","18","0","0","22","0.5","0","22","0","0"
"1","12","19","0","0","21.3","0.5","0","21.3","0","0"
"1","12","20","0","0","20.7","0.5","0","20.7","0","0"
"1","12","21","0","0","20","0.5","0","20","0","0"
"1","12","22","0","0","20","0.3","0","20","0","0"
"1","12","23","0","0","20","0.2","0","20","0","0"
"1","13","0","0","0","20","0","0","20","0","0"
"1","13","1","0","0","20.4","0.5","0","20.4","0","0"
"1","13","2","0","0","20.9","1","0","20.9","0","0"
"1","13","3","0","0","21.3","1.5","0","21.3","0","0"
"1","13","4","0","0","21.8","2","0","21.8","0","0"
"1","13","5","0","0","22.2","2.6","0","22.2","0","0"
"1","13","6","0","0","22.7","3.1","0","22.7","0","0"
"1","13","7","114","30","23.1","3.6","129.576","24.701","444931.031","413822.938"
"1","13","8","224","126","23.6","4.1","370.132","30.498","1239425.625","1188327.375"
"1","13","9","510","165","24","4.6","685.462","37.342","2219986.5","2136801"
"1","13","10","388","217","24.3","5","618.665","36.257","2014631","1938843.75"
"1","13","11","409","238","24.7","5.3","651.689","36.77","2116730","2037309.5"
"1","13","12","298","208","25","5.7","513.485","34.121","1689876.125","1625055"
"1","13","13","296","327","24.3","4.9","632.637","36.392","2058984.625","1981629.875"
"1","13","14","220","235","23.7","4.1","467.105","33.645","1540993.625","1480899.375"
"1","13","15","277","157","23","3.3","440.906","32.78","1460582.75","1402963.125"
"1","13","16","369","77","22.3","2.6","453.385","33.123","1498423.25","1439645.875"
"1","13","17","38","31","21.7","1.8","72.121","23.522","249307.703","222296.453"
"1","13","18","0","0","21","1","0","21","0","0"
"1","13","19","0","0","20.7","1","0","20.7","0","0"
"1","13","20","0","0","20.3","1","0","20.3","0","0"
"1","13","21","0","0","20","1","0","20","0","0"
"1","13","22","0","0","19.7","1","0","19.7","0","0"
"1","13","23","0","0","19.3","1","0","19.3","0","0"
"1","14","0","0","0","19","1","0","19","0","0"
"1","14","1","0","0","19","1","0","19","0","0"
"1","14","2","0","0","19","1","0","19","0","0"
"1","14","3","0","0","19","1","0","19","0","0"
"1","14","4","0","0","19.3","1.3","0","19.3","0","0"
"1","14","5","0","0","19.7","1.5","0","19.7","0","0"
"1","14","6","0","0","20","1.8","0","20","0","0"
"1","14","7","220","33","20.3","2.1","221.512","24.681","760384.438","721983.063"
"1","14","8","312","117","20.7","2.3","436.216","30.894","1457748.625","1400215.125"
"1","14","9","844","67","21","2.6","875.699","41.861","2771768.25","2666924.5"
"1","14","10","786","94","22.3","3.3","852.526","42.138","2694585","2592927"
"1","14","11","869","82","23.7","3.9","897.691","43.333","2819848","2712994.25"
"1","14","12","958","77","25","4.6","970.75","44.952","3023879.5","2908276.75"
"1","14","13","926","107","24.7","4.8","979.015","44.464","3057474.5","2940397"
"1","14","14","685","148","24.3","4.9","827.219","40.921","2631061","2531986.5"
"1","14","15","583","148","24","5.1","736.179","38.272","2373147.75","2284210.5"
"1","14","16","583","77","23.7","3.9","652.539","37.974","2105333.5","2026322.875"
"1","14","17","281","24","23.3","2.7","244.08","29.513","818186.625","778356.938"
"1","14","18","0","0","22.4","1.5","0","22.4","0","0"
"1","14","19","0","0","21.4","1.5","0","21.4","0","0"
"1","14","20","0","0","20.5","1.5","0","20.5","0","0"
"1","14","21","0","0","19.5","1.5","0","19.5","0","0"
"1","14","22","0","0","18.6","1.6","0","18.6","0","0"
"1","14","23","0","0","17.6","1.6","0","17.6","0","0"
"1","15","0","0","0","16.7","1.7","0","16.7","0","0"
"1","15","1","0","0","15.7","1.8","0","15.7","0","0"
"1","15","2","0","0","14.8","1.8","0","14.8","0","0"
"1","15","3","0","0","13.8","1.9","0","13.8","0","0"
"1","15","4","0","0","12.9","2","0","12.9","0","0"
"1","15","5","0","0","11.9","2","0","11.9","0","0"
"1","15","6","0","0","11","2.1","0","11","0","0"
"1","15","7","248","30","14","2.8","238.653","18.854","841495.313","801081.625"
"1","15","8","466","98","17","3.4","569.252","29.081","1918785","1846327.625"
"1","15","9","698","87","20","4.1","775.95","36.331","2525518.25","2430660.75"
"1","15","10","782","96","20.7","4.4","852.184","38.516","2743434.75","2639766.5"
"1","15","11","671","161","21.3","4.8","816.236","37.685","2638810.5","2539423"
"1","15","12","821","141","22","5.1","923.291","39.793","2953288.75","2840753"
"1","15","13","759","173","22","4.1","911.413","41.764","2886416","2776746.75"
"1","15","14","609","170","22","3.1","781.154","40.742","2486935.25","2393595.5"
"1","15","15","535","119","22","2.1","668.965","40.002","2137788.75","2057607.625"
"1","15","16","317","115","22","1.6","439.8","34.967","1440682.75","1383666.875"
"1","15","17","158","25","22","1","164.406","27.338","557292.75","523684.094"
"1","15","18","0","0","21.2","0.5","0","21.2","0","0"
"1","15","19","0","0","20.5","0.5","0","20.5","0","0"
"1","15","20","0","0","19.7","0.5","0","19.7","0","0"
"1","15","21","0","0","18.9","0.5","0","18.9","0","0"
"1","15","22","0","0","18.2","0.5","0","18.2","0","0"
"1","15","23","0","0","17.4","0.5","0","17.4","0","0"
"1","16","0","0","0","16.3","0.5","0","16.3","0","0"
"1","16","1","0","0","15.1","0.5","0","15.1","0","0"
"1","16","2","0","0","14","0.5","0","14","0","0"
"1","16","3","0","0","12.9","0.5","0","12.9","0","0"
"1","16","4","0","0","12.8","0.5","0","12.8","0","0"
"1","16","5","0","0","12.7","0.5","0","12.7","0","0"
"1","16","6","0","0","12.6","0.5","0","12.6","0","0"
"1","16","7","151","36","14.3","0.7","183.873","19.258","647666.5","611968.563"
"1","16","8","383","90","15.9","0.9","484.76","30.259","1624839.25","1562106.25"
"1","16","9","548","138","17.6","1","691.854","39.032","2221815","2138562.25"
"1","16","10","537","182","19.3","1.2","719.592","41.395","2283431.5","2197887.75"
"1","16","11","323","285","20.9","1.4","611.411","39.307","1961058.875","1887142.375"
"1","16","12","359","313","22.6","1.6","673.02","41.567","2134067.5","2054021"
"1","16","13","295","422","22.6","1.7","725.422","42.816","2285809.75","2200177"
"1","16","14","128","268","22.6","1.9","402.015","34.092","1323535.875","1270006.5"
"1","16","15","4","83","22.6","2.1","66.937","23.982","231354.906","204703.313"
"1","16","16","1","46","21.6","2.3","35.755","21.032","125288.102","100705.258"
"1","16","17","7","20","20.6","2.5","19.68","19.513","69350.445","45820.016"
"1","16","18","0","0","19.6","2.2","0","19.6","0","0"
"1","16","19","0","0","19.3","1.9","0","19.3","0","0"
"1","16","20","0","0","18.9","1.6","0","18.9","0","0"
"1","16","21","0","0","18.6","1.3","0","18.6","0","0"
"1","16","22","0","0","18.3","1.1","0","18.3","0","0"
"1","16","23","0","0","17.9","0.8","0","17.9","0","0"
"1","17","0","0","0","17.6","1","0","17.6","0","0"
"1","17","1","0","0","17.4","1.3","0","17.4","0","0"
"1","17","2","0","0","17.3","1.5","0","17.3","0","0"
"1","17","3","0","0","17.1","1.8","0","17.1","0","0"
"1","17","4","0","0","16.9","1.4","0","16.9","0","0"
"1","17","5","0","0","16.8","1.1","0","16.8","0","0"
"1","17","6","0","0","16.6","0.7","0","16.6","0","0"
"1","17","7","212","30","17.7","1.1","208.865","22.215","725243.25","687696.313"
"1","17","8","427","56","18.8","1.4","488.922","31.958","1625236.875","1562491.25"
"1","17","9","557","125","19.9","1.8","696.434","38.573","2241712.25","2157723"
"1","17","10","444","153","21","2.2","601.106","36.865","1951493","1877908.125"
"1","17","11","718","160","22.2","2.5","860.255","43.318","2702880.25","2600882.25"
"1","17","12","556","241","23.3","2.9","788.571","42.461","2488792.25","2395379.75"
"1","17","13","553","260","24.4","3.3","810.759","43.084","2550720.25","2454864.5"
"1","17","14","358","269","25.5","3.6","633.896","39.901","2027095.75","1950869.75"
"1","17","15","155","111","26.6","4","273.342","32.523","906711.625","864639.313"
"1","17","16","530","63","25.4","3.3","590.313","38.086","1903658.125","1831719.125"
"1","17","17","54","36","24.3","2.7","91.238","26.633","310763.875","282500.719"
"1","17","18","0","0","23.1","2","0","23.1","0","0"
"1","17","19","0","0","21.9","1.3","0","21.9","0","0"
"1","17","20","0","0","20.8","0.7","0","20.8","0","0"
"1","17","21","0","0","20.4","0.5","0","20.4","0","0"
"1","17","22","0","0","19.9","0.3","0","19.9","0","0"
"1","17","23","0","0","19.5","0.2","0","19.5","0","0"
"1","18","0","0","0","19.1","0","0","19.1","0","0"
"1","18","1","0","0","19.2","0","0","19.2","0","0"
"1","18","2","0","0","19.4","0","0","19.4","0","0"
"1","18","3","0","0","19.5","0","0","19.5","0","0"
"1","18","4","0","0","19.7","0","0","19.7","0","0"
"1","18","5","0","0","19.8","0","0","19.8","0","0"
"1","18","6","0","0","20","0","0","20","0","0"
"1","18","7","16","19","20.3","0.2","24.496","19.114","86394.055","62545.793"
